No.;Layer;Latency [ms];Energy [mJ]
1;/conv1/Conv;6.02112;0.8016771336140801
2;/layer1/layer1.0/conv1/Conv;1.00352;0.12544174862336
3;/layer1/layer1.0/conv2/Conv;6.02112;0.95231684258816
4;/layer1/layer1.0/conv3/Conv;4.01408;0.52194742419456
5;/layer1/layer1.0/downsample/downsample.0/Conv;4.01408;0.52194742419456
6;/layer1/layer1.1/conv1/Conv;4.01408;0.5425158290227201
7;/layer1/layer1.1/conv2/Conv;6.02112;0.95231684258816
8;/layer1/layer1.1/conv3/Conv;4.01408;0.52194742419456
9;/layer1/layer1.2/conv1/Conv;4.01408;0.5425158290227201
10;/layer1/layer1.2/conv2/Conv;6.02112;0.95231684258816
11;/layer1/layer1.2/conv3/Conv;4.01408;0.52194742419456
12;/layer2/layer2.0/conv1/Conv;8.02816;0.9507764894924801
13;/layer2/layer2.0/conv2/Conv;6.02112;1.20546319670784
14;/layer2/layer2.0/conv3/Conv;4.01408;0.57542843273216
15;/layer2/layer2.0/downsample/downsample.0/Conv;8.02816;1.1815026062335998
16;/layer2/layer2.1/conv1/Conv;4.01408;0.5816129328127999
17;/layer2/layer2.1/conv2/Conv;6.02112;1.1569155687936001
18;/layer2/layer2.1/conv3/Conv;4.01408;0.57542843273216
19;/layer2/layer2.2/conv1/Conv;4.01408;0.5816129328127999
20;/layer2/layer2.2/conv2/Conv;6.02112;1.1569155687936001
21;/layer2/layer2.2/conv3/Conv;4.01408;0.57542843273216
22;/layer2/layer2.3/conv1/Conv;4.01408;0.5816129328127999
23;/layer2/layer2.3/conv2/Conv;6.02112;1.1569155687936001
24;/layer2/layer2.3/conv3/Conv;4.01408;0.57542843273216
25;/layer3/layer3.0/conv1/Conv;8.02816;1.104297686016
26;/layer3/layer3.0/conv2/Conv;3.44064;0.75932544728576
27;/layer3/layer3.0/conv3/Conv;2.2937600000000002;0.4184858690764799
28;/layer3/layer3.0/downsample/downsample.0/Conv;4.5875200000000005;1.06275674128384
29;/layer3/layer3.1/conv1/Conv;2.2937600000000002;0.39974526804991994
30;/layer3/layer3.1/conv2/Conv;3.44064;0.7115423433625601
31;/layer3/layer3.1/conv3/Conv;2.2937600000000002;0.4184858690764799
32;/layer3/layer3.2/conv1/Conv;2.2937600000000002;0.39974526804991994
33;/layer3/layer3.2/conv2/Conv;3.44064;0.7115423433625601
34;/layer3/layer3.2/conv3/Conv;2.2937600000000002;0.4184858690764799
35;/layer3/layer3.3/conv1/Conv;2.2937600000000002;0.39974526804991994
36;/layer3/layer3.3/conv2/Conv;3.44064;0.7115423433625601
37;/layer3/layer3.3/conv3/Conv;2.2937600000000002;0.4184858690764799
38;/layer3/layer3.4/conv1/Conv;2.2937600000000002;0.39974526804991994
39;/layer3/layer3.4/conv2/Conv;3.44064;0.7115423433625601
40;/layer3/layer3.4/conv3/Conv;2.2937600000000002;0.4184858690764799
41;/layer3/layer3.5/conv1/Conv;2.2937600000000002;0.39974526804991994
42;/layer3/layer3.5/conv2/Conv;3.44064;0.7115423433625601
43;/layer3/layer3.5/conv3/Conv;2.2937600000000002;0.4184858690764799
44;/layer4/layer4.0/conv1/Conv;4.5875200000000005;0.7994905360998399
45;/layer4/layer4.0/conv2/Conv;3.44064;0.9526560125491199
46;/layer4/layer4.0/conv3/Conv;2.2937600000000002;0.47563395796992
47;/layer4/layer4.0/downsample/downsample.0/Conv;4.5875200000000005;0.94428265560064
48;/layer4/layer4.1/conv1/Conv;2.2937600000000002;0.5259475222476799
49;/layer4/layer4.1/conv2/Conv;3.44064;0.92221185160704
50;/layer4/layer4.1/conv3/Conv;2.2937600000000002;0.47563395796992
51;/layer4/layer4.2/conv1/Conv;2.2937600000000002;0.5259475222476799
52;/layer4/layer4.2/conv2/Conv;3.44064;0.92221185160704
53;/layer4/layer4.2/conv3/Conv;2.2937600000000002;0.47563395796992
