0,8.0,8.0,16.0,16.0,8.0,6.0,4.0,6.0,8.0,6.0,8.0,4.0,8.0,6.0,8.0,6.0,6.0,6.0,6.0,6.0,8.0,8.0,6.0,6.0,8.0,8.0,6.0,6.0,8.0,6.0,8.0,6.0,6.0,16.0,4.0,8.0,6.0,548.0,0.76318359375,1.0
1,8.0,8.0,16.0,16.0,8.0,4.0,4.0,8.0,8.0,6.0,8.0,4.0,8.0,6.0,8.0,6.0,6.0,6.0,6.0,6.0,8.0,8.0,6.0,6.0,4.0,8.0,6.0,6.0,8.0,6.0,8.0,6.0,6.0,16.0,4.0,8.0,6.0,540.0,0.7548828125,1.0
2,8.0,8.0,16.0,8.0,8.0,6.0,4.0,6.0,8.0,6.0,8.0,4.0,8.0,6.0,8.0,6.0,6.0,6.0,6.0,6.0,8.0,8.0,6.0,6.0,8.0,8.0,6.0,6.0,8.0,6.0,8.0,6.0,6.0,16.0,4.0,8.0,6.0,532.0,0.7395070791244507,1.0
3,8.0,6.0,16.0,8.0,6.0,6.0,4.0,8.0,8.0,6.0,8.0,4.0,8.0,6.0,8.0,6.0,6.0,6.0,6.0,6.0,8.0,8.0,6.0,6.0,8.0,8.0,6.0,6.0,8.0,6.0,8.0,6.0,6.0,8.0,4.0,8.0,6.0,512.0,0.7296242117881775,1.0
4,8.0,8.0,16.0,8.0,8.0,6.0,4.0,6.0,8.0,6.0,8.0,4.0,8.0,6.0,8.0,6.0,6.0,6.0,6.0,6.0,8.0,8.0,6.0,6.0,6.0,8.0,6.0,6.0,8.0,6.0,8.0,6.0,6.0,8.0,4.0,8.0,4.0,508.0,0.7236456871032715,1.0
5,8.0,8.0,16.0,8.0,8.0,4.0,4.0,6.0,8.0,6.0,8.0,4.0,8.0,6.0,8.0,6.0,6.0,6.0,6.0,6.0,8.0,8.0,6.0,6.0,8.0,8.0,6.0,6.0,8.0,6.0,6.0,6.0,6.0,6.0,4.0,8.0,6.0,504.0,0.7173011302947998,1.0
6,8.0,8.0,16.0,6.0,4.0,4.0,4.0,8.0,8.0,6.0,8.0,4.0,8.0,6.0,8.0,6.0,6.0,6.0,6.0,6.0,8.0,8.0,6.0,6.0,8.0,6.0,6.0,6.0,8.0,6.0,8.0,6.0,6.0,6.0,4.0,8.0,6.0,496.0,0.7138848304748535,1.0
7,8.0,8.0,16.0,6.0,4.0,4.0,4.0,8.0,8.0,6.0,8.0,4.0,8.0,6.0,8.0,6.0,6.0,6.0,6.0,6.0,8.0,8.0,6.0,6.0,4.0,6.0,6.0,6.0,8.0,6.0,8.0,6.0,6.0,8.0,4.0,8.0,6.0,492.0,0.7079063057899475,1.0
8,8.0,8.0,6.0,6.0,4.0,6.0,4.0,6.0,6.0,8.0,8.0,6.0,8.0,4.0,8.0,8.0,6.0,6.0,6.0,6.0,8.0,8.0,4.0,8.0,8.0,6.0,6.0,6.0,8.0,6.0,8.0,6.0,6.0,6.0,4.0,8.0,6.0,480.0,0.691312849521637,1.0
9,8.0,6.0,6.0,6.0,6.0,4.0,4.0,6.0,8.0,8.0,8.0,8.0,8.0,6.0,8.0,6.0,6.0,6.0,6.0,6.0,8.0,8.0,4.0,8.0,4.0,6.0,6.0,6.0,8.0,6.0,8.0,6.0,6.0,6.0,4.0,8.0,6.0,476.0,0.6885066032409668,1.0
10,8.0,6.0,8.0,6.0,4.0,4.0,4.0,8.0,8.0,6.0,8.0,4.0,8.0,6.0,8.0,6.0,6.0,6.0,6.0,6.0,8.0,8.0,6.0,6.0,4.0,6.0,6.0,6.0,8.0,6.0,8.0,6.0,6.0,8.0,4.0,8.0,4.0,468.0,0.6731332540512085,1.0
