No.;Layer;Latency [ms];Energy [mJ]
1;Conv_0;1.89728;0.35256555823555513
2;Conv_1;4.3740000000000006;0.9578873791718037
3;Conv_2;2.19024;0.5409493464768771
4;Conv_3;2.9203200000000002;0.7136055928626629
5;Conv_4;1.94688;0.47738479101553527
