0,6.0,16.0,6.0,16.0,8.0,16.0,6.0,8.0,8.0,6.0,4.0,8.0,16.0,16.0,8.0,6.0,16.0,6.0,8.0,6.0,4.0,8.0,6.0,8.0,8.0,16.0,480.0,0.720703125,1.0
1,8.0,8.0,8.0,16.0,8.0,8.0,6.0,6.0,6.0,8.0,8.0,8.0,8.0,6.0,4.0,16.0,6.0,8.0,6.0,4.0,4.0,4.0,6.0,8.0,6.0,8.0,384.0,0.6943359375,1.0
